,Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Pages,Num Pages,Issue,Volume,Series,Publisher,Place,Language,Type,Archive,Library Catalog,Extra,Manual Tags,Number
71,3SSSA84P,book,1947,"Jacobs, W. C.",Wartime Developments in Applied Climatology,,,,https://link.springer.com/chapter/10.1007/978-1-935704-86-7_1,"World War II was the greatest “battle of wits” of all time. To an extent never before approached, it was a war of technician versus technician. Particularly is this true of the technical use of weather. Weather has always been a potent weapon in warfare. History tells us that battles and sometimes even wars have been lost because weather aligned itself with the enemy. In this war, the intelligent exploitation of some single weather factor often supplied the slight technical advantage which meant the difference between success or failure of an operation or campaign. But the attainment of that technical advantage meant continuous and detailed long-range planning which in turn meant that it was impossible for the military planner to wait for a short-range forecast before incorporating the important weather factor into his plans. Weather planning on an equally long-range basis was the only answer and, to the meteorologist, that meant climatology. But not the climatology he knew in 1941.",1947,,52,,1,Meteorological Monographs,American Meteorological Society,Boston,English,,+ WB 00320,link.springer.com,DOI: 10.1007/978-1-935704-86-7_1,"Book; Jacobs, W. C.; US Air Force Department; USA",
72,U8I2AD56,journalArticle,1932,"Albrecht, B. E.; Gavrilova, L. G.; Lubimenko, V. N.",Influence de la lumière sur le dèveloppement des graines et des fruits du tabac,Izvestiya Botanicheskogo Sada Akademii Nauk SSSR,,,,,1932,305-322,,3-4,30,,,,Russian,,,,,"Report/Proceedings; Institution; Albrecht, B. E.; Gavrilova, L. G.; Lubimenko, V. N.; Nation",
73,V8R3XQZC,journalArticle,1932,"Alekseev, S. M.",Influence des massifs forestiers sur le climat des la région C. C. O. et les problèmes de la lutte contre la sécheresse en seconde lustre,Soc. Stroitelstvo C. C. O.,,,,,1932,141-145,,,10–12,,,,,,,,,"Institution; Alekseev, S. M.; Nation",
74,EJX8PZM7,journalArticle,1932,"Andrianov, P. I.",Problème de la physique agricole. I. Propriétés physiques du sol.,Trudy Inst. Sach. Prom.,,,,,1932,5-32,,,8,,,,Russian,,,,,"Report/Proceedings; Institution; Andrianov, P. I.; Nation",
75,RNPFXPRR,journalArticle,1932,"Aronovic, N.",Influence de l'électricité sur les plantes,Elektrif. Sel. Choz.,,,,The influence of galvanic and atmospheric electricity on plants is being discussed,1932,41-50,,3,,,,,Russian,,,,,"Institution; Aronovic, N.; Nation",
76,DLSWSPWK,journalArticle,1932,A. S.,Sur le verglas,Pogoda i Zittja [Weather and Life],,,,Observations of an ice storm with a special instrument,1932,17-18,,7-9,,,,,,,,,,Institution; Pogoda i Zittja (J); A. S.; Nation,
77,GI2C27V9,journalArticle,1932,"Bassenko, G. I.",Couverture du sol – facteur d'accroissement des rendements de la betterave,Sov. Sachar.,,,,Soil cover - a method for preserving plants against drought.,1932,10-11,,,3–4,,,,Russian,,,,,"Institution; Soviet Sugar (J); Bassenko, G. I.; Nation",
78,537JTMN9,journalArticle,1932,"Bastamov, S.","Essais sur l'action des températures données par des thermogrammes réales sur le blé ""Ukrainka""",Vestnik E.G.M.S. [Journal of the United Hydrometeorological Service],,,,Description of the tests made by the laboratory of artificial climate,1932,22-26,,,3,,,,Russian,,,,,"Institution; Journal of the United Hydrometeorological Service (J); Bastamov, S.; Nation",
79,LZ7ELVPR,journalArticle,1932,"Brinenko, V.",La préservation des vignes contre les gelées printanières,Kolhoznik Sad i Ogorod [Kolkhoz Garden],,,,Some indications on the effects of frost in the vines and on their protection,1932,35-37,,4,,,,,Russian,,,,,"Institution; Kolkhoz Garden (J); Brinenko, V.; Nation",
80,79AH9TKK,journalArticle,1932,"Bogateev, S. J.",L'importance de la forêt pour la lutte contre la sécheresse,Na lessokult. fronte,,,,,1932,,,,,,,,Russian,,,,,"Institution; Bogateev, S. J.; Nation",
81,LZZ9BG95,journalArticle,1932,"Blagorazumov, V. D.",Sur la distribution régionale du soya dans les conditions de l'Extrême-Orient,Sotsialisticheskoe zernovoe khoziaistvo [Socialist Grain Economy],,,,The question of the regional distribution of soybeans in the Far East according to meteorological and phenological dates is discussed.,1932,49-53,,5-6,,,,,Russian,,,,,"Institution; Socialist Grain Economy (J); Blagorazumov, V. D.; Nation",
82,B3P8SKKN,journalArticle,1932,"Berezina, S.; Kulvanovsky",Conditions thermiques des cultures maraîchères de la région Nizn. Novgorod,Ezem. Nizn. Gorod. Gimekom'a,,,,"""The thermal regime of vegetable crops during vegetation is indicated.""",1932,6,,5,,,,,Russian,,,,,"Institution; Berezina, S.; Kulvanovsky; Nation",
83,W7DYNI3V,journalArticle,1932,"Bus, A.",Lutte contre la sécheresse et les problèmes d'agriculture,Soc. rekonstr. sel. choz.,,,,Congress report of the USSR on drought and measures against it.,1932,160-175,,,1,,,,Russian,,,,,"Institution; Bus, A.; Nation",
84,ATH4XR5A,journalArticle,1932,"Ceremissin, T. S.",La relation entre la profondeur des semis des graines du tabac et les conditions du sol,Tab. Prom.,,,,,1932,37-40,,,12,,,,,,,,,"Institution; Ceremissin, C. S.; Nation",
85,PJ9B69CP,journalArticle,1932,"Fedorov, A. V.",Périodes printanières en C. C. O. Météorol. Sborn.,K possevnoi,,,,,1932,30-52,,,,,,,Russian,,,,,"Institution; Fedorov, A. V.; Nation",
86,6G22S3LY,book,1932,"Eryomin, G. G.",Le climat en relation avec les cultures agricoles et les fleuves de la région Ivanova-Voznesensky,,,,,,1932,,,,,,G.M.K.,Ivanovo,,,,,,"Institution; Eryomin, G. G.; Nation",
87,VVYLLSNY,journalArticle,1932,"Eitingen, G. R.",Influence de la couche de la forêt sur le régime des pluies du sol forestier,Na lessokulturn. fronte,,,,,1932,58-62,,3,,,,,,,,,,"Institution; Eitingen, G. R.; Nation",
88,BHS99S5C,journalArticle,1932,"Davydov, G. K.",La chaleur de l'humectation du sol,Trud. Inst. Sach. Prom.,,,,,1932,24-32,,,8,,,,Russian,,,,,"Institution; Davydov, G. A.; Nation",
89,C2BFCKHN,journalArticle,1932,"Chlebnikova, N. A.",De la résistance des plantes à la chaleur,Izvestiya Akademii Nauk S.S.S.R. [Bulletin of the Academy of Sciences of the USSR],,,,Physiological studies on the resistance of cucurbitaceous plants to heat,1932,112-146,,,8,,,,Russian,,,,,"Report/Proceedings; Institution; Chlebnikova, N. A.; Nation",
90,W8KSHNN5,journalArticle,1932,"Fedorov, A. V.",Sur la date d'ensemencement des cultures printanières dans la partie européenne d'U.R.S.S. Météorol. Sborn,K possevnoi,,,,Indications regarding the date of seeding based on climatological and statistical data,1932,14-28,,,,,,,Russian,,,,,"Institution; Fedorov, A. V.; Nation",
91,54XUJRI6,journalArticle,1932,"Fomin, A. E.",Régime hydrologique et nutritif des différents sols sous l'heliantus annuus dans les conditions en plaine,Trudy Inst. Zern. choz. [Proceedings of the Institute for Grain Farming],,,,,1932,83-100,,,3,,,,Russian,,,,,"Report/Proceedings; Fomin, A. E.; Institute for Grain Farming; Nation",
92,PSDN9NHJ,journalArticle,1932,"Fomin, A. E.",Sameilles en rayon du blé de printemps – un procédé de la lutte contre la sécheresse,Trudy Inst. Zern. choz. [Proceedings of the Institute for Grain Farming],,,,The importance of sowing on the shelf for the fight against drought is discussed,1932,19-24,,,3–4,,,,Russian,,,,,"Report/Proceedings; Fomin, A. E.; Institute for Grain Farming; Nation",
93,D2NZ756X,journalArticle,1932,"Ivanov, B. K.",Causes des sécheresse et des vents secs en Sibérie occidentale,Sotsialisticheskoe zemledelie [Socialist Farming],,,,,1932,41-44,,3,4,,,,Russian,,,,,"Institution; Socialist Farming (J); Ivanov, B. K.; Nation",
94,B84G93QB,journalArticle,1932,"Ivanov, L. A.",Lois de la distribution de la lumière en associations forestières,Botaničeskij žurnal SSSR [Botanical Journal of the USSR],,,,,1932,41-44,,,17,,,,Russian,,,,,"Institution; Botanical Journal of the USSR (J); Ivanov, L. A.; Nation",
95,M4XVQETG,journalArticle,1932,"Ivanov, V. K.",La météorologie pendant la moission,Pogoda i Zittja [Weather and Life],,,,,1932,13-14,,4-6,,,,,Russian,,,,,"Institution; Ivanov, V. K.; Pogoda i Zittja (J); Nation",
96,P3V6HS44,journalArticle,1932,"Kaminsky, A.",Les sécheresses et les vents desséchants des steppes en U.R.S.S.,Vestnik Znania [Herald of Knowledge],,,,Remarks concerning the meteorological background of droughts and dry winds.,1932,639-643,,14,,,,,Russian,,,,,"Institution; Herald of Knowledge (J); Kaminsky, A.; Nation",
97,69KRQ7E9,journalArticle,1932,Kalmykov,Importance du climat pour l'assortiment des arbres fruitiers,Kolhoznik Sad i Ogorod [Kolkhoz Garden],,,,study of climacteric factors and their influence on fruit trees.,1932,10-15,,4,,,,,Russian,,,,,Institution; Kolkhoz Garden (J); Kalmykov; Nation,
98,ZRNA7L8S,journalArticle,1932,"Kisseljov, N.",Culture du Chondrilla et le budjet hydrologique des sables,Sov. Kauçuk [Soviet Rubber],,,,the influence of the hydrological regime on the development of the culture of chondrilla,1932,9-12,,8,4,,,,Russian,,,,,"Institution; Kisseljov, N.; Soviet Rubber (J); Nation",
99,ZDF2SDR2,journalArticle,1932,"Koloskov, P. I.",Le climat du soya et les régions permettant sa culture en Extrême-Orient,Izv. Daljn. Vost. Geofizin'a,,,,"The author establishes the climatic requirements of soybeans, the possibility of their regional distribution, and the regions suitable for their cultivation.",1932,5-75,,2,9,,,,Russian,,,,,"Koloskov, P. I.; Geophysics Observatory of the Far East; Nation",
100,XSIXURUL,journalArticle,1932,"Koloskov, P. I.",Etude du climat de la partie centrale de l'Extrême-Orient,Izv. Daljn. Vost. Geofizin'a,,,,a characterization of the climate of the far east orient and of the agricultural possibilities of these regions,1932,165-211,,2,9,,,,Russian,,,,,"Koloskov, P. I.; Geophysics Observatory of the Far East; Nation",
101,W4I4SIFE,journalArticle,1932,"Kartasov, I.",Comment défendre les-jardins maraîchers contre les gelées,Kolhoznik Sad i Ogorod [Kolkhoz Garden],,,,protection of vegetable crops with the aid of fume,1932,29-30,,II,,,,,Russian,,,,,"Institution; Kolkhoz Garden (J); Kartasov, I.; Nation",
102,MXJ3U4ZB,journalArticle,1932,"Kostin, S.",Problèmes actuels de la météorologie forestière,Vestnik E.G.M.S. [Journal of the United Hydrometeorological Service],,,,,1932,13-15,,,1,,,,,,,,,"Institution; Journal of the United Hydrometeorological Service (J); Kostin, S.; Nation",
103,HZY6UPB7,journalArticle,1932,"Kovalevsky, G. V.",Particularitiés mondiales dans la distribution verticale des cultures,Priroda [Nature],,,,the question of the geographical distriution of plants is being discussed,1932,21-36,,1,,,,,Russian,,,,,"Institution; Kovalevsky, G. V.; Priroda (J); Nation",
104,N3MU5GS6,journalArticle,1932,"Krutichovsky, V. K.",Sur la date d'enemencement des céréales des printemps en Zaouralié et en Oural,Sotsialisticheskoe zernovoe khoziaistvo [Socialist Grain Economy],,,,Seeding dates of agricultural crops in the spring are indicated.,1932,8-12,,3-4,,,,,Russian,,,,,"Institution; Socialist Grain Economy (J); Krutichovsky, V. K.; Nation",
105,KBI6M8Q7,journalArticle,1932,"Kuckov, M. N.",Méthodes de la prévision des gelées nocturnes,Ezem. Nizn. Gorod. Gimekom'a,,,,Critical examination of nocturnal frost forecasting methods.,1932,13-15,,6,,,,,Russian,,,,,"Institution; Kuckov, M. N.; Nation",
106,B4B6PVQS,journalArticle,1932,"Kudrin, S. A.; Nemolovskaja, O. V.",L'influence des différents degrés de l'humidité du sol sur le rendement du coton,Chimiz. soc. Zemled,,,,Results of experiments to determine the influence of soil moisture during vegetation on cotton development.,1932,62-80,,2,,,,,Russian,,,,,"Institution; Kudrin, S. A.; Nemolovskaja, O. V.; Nation",
107,KQFB4ZZZ,journalArticle,1932,"Kulvanovsky, S. B.",Conditions météorologiques du cours de végétation en 1931 de la région Nizni Novgorod et leurs onfluences sur le développement des cultures,Ezem. Nizegorodsk. Gimekom'a,,,,Meteorological particularities of the year 1931 and their influence on the crops harvests.,1932,14-31,,2-4,,,,,Russian,,,,,"Institution; Kulvanovsky, S. B.; Nation",
108,YMKLULF2,journalArticle,1932,"Kulvanovsky, S. B.",Essai de la lutte contre les gelées printanières à la région Nizn. Novgorod en 1931,Ezem. Nizn. Novgor. krajev. Gimekom'a,,,,A brief report on the fight of weather stations against frost.,1932,5-9,,4,,,,,Russian,,,,,"Institution; Kulvanovsky, S. B.; Nation",
109,LG54SN6Y,journalArticle,1932,"Kuperman, F. J.; Kucerjavaja, M.",Une méthode de vivifaction (Diagnostic de l'etat des céréales d'automne),Sotsialisticheskoe zernovoe khoziaistvo [Socialist Grain Economy],,,,A method of reviving autumn cereals according to methods of Knopp and Guelriegel.,1932,35-39,,9-10,,,,,Russian,,,,,"Institution; Socialist Grain Economy (J); Kucerjavaja, M.; Kuperman, F. J.; Nation",
110,2I9FFT3M,journalArticle,1932,"Lavrijcuk, V. S.; Popof, V. P.",Essai comparatif des réchauds américains et des rasiers de fumée,Trudy Inst. juzn. plodov i jagodn. choz.,,,,Results of artificial heating of orchards.,1932,1-18,,,9–10,,,,Russian,,,,,"Report/Proceedings; Institution; Lavrijcuk, V. S.; Popof, V. P.; Nation",
111,ED7T7LQG,journalArticle,1932,"Litvinov, L. S.",Indices objectifs de la résistance des graminées à la sécheresse,Botaničeskij žurnal SSSR [Botanical Journal of the USSR],,,,"The author states as conclusion of his studies that heat resistance of grasses don't has a constant capacity, but that it varies with the course of vegetation.",1932,131-153,,17,2,,,,Russian,,,,,"Institution; Botanical Journal of the USSR (J); Litvinov, L. S.; Nation",
112,N3EMS9GE,journalArticle,1932,"Livanov, A. A.",La lutte contre la sécheresse,Techn. Soc. Zemled,,,,The author recommends irrigation as a measure against drought.,1932,31-39,,,11–12,,,,Russian,,,,,"Institution; Livanov, A. A.; Nation",
113,6IHP9SY5,journalArticle,1932,"Skossyreva, K.",Dates d'enemencement pour les blés du printemps,Sotsialisticheskoe zernovoe fabrika [Socialist Grain Factory],,,,,1932,10-11,,3,,,,,Russian,,,,,"Institution; Socialist Grain Economy (J); Skossyreva, K.; Nation",
114,UCAW48IS,journalArticle,1932,"Skorobogatov, P. A.",De la culture du riz et de la possibilité de son introduction en Bachkirie [Issue 1–2],Soc. choz. Bachkirii,,,,,1932,82–105,,,1–2,,,,Russian,,,,,"Institution; Skorobogatov, P. A.; Nation",
115,XSPCRCH2,journalArticle,1932,"Sergeev, A. M.",La distribution régionale des zones fruitières et bacciennes au Nord du Caucase,Kolhoznik Sad i Ogorod [Kolkhoz Garden],,,,Analysis of climate and relief dates for the regional distribution of fruit trees and berries in the north of the caucasus,1932,18-23,,2,,,,,Russian,,,,,"Institution; Kolkhoz Garden (J); Sergeev, A. M.; Nation",
116,XBUPYF2E,journalArticle,1932,"Selianinov, G. T.",Procédés de la lutte contre les gelées,Soc. Rastenievodstvo,,,,Means of protecting subtropic plants against frost in California and U.R.S.S.,1932,86-107,,,2,,,,Russian,,,,,"Institution; Selianinov, G. T.; Nation",
117,QBNNLTEK,journalArticle,1932,"Selavri, M. K.",Influence du temps de la récolte et de l'humidité du sol sur la composition chimique et la qualité du rendement du blé du printemps,Trudy Inst. Zern. choz. [Proceedings of the Institute for Grain Farming],,,,,1932,51-80,,,3,,,,Russian,,,,,"Report/Proceedings; Institution; Selavri, M. K.; Nation",
118,A9CA4365,journalArticle,1932,"Rudovic, L.",Etudes microclimatologiques,Meteorological Journal,,,,Review of microclimatological studies in Austria and Germany,1932,83-85,,3,,,,,French,,,,,"Institution; Meteorological Journal (J); Rudovic, L.; Nation",
119,PD4GZEIN,journalArticle,1932,"Romanovsky, J.",Lutte contre la sécheresse,Narodn. ucitel,,,,,1932,66-71,,1,,,,,Russian,,,,,"Institution; Romanovsky, J.; Nation",
120,V3R96XEM,journalArticle,1932,"Rimsky Korsakov, M. N.",Quelques données phénologiques sur les insectes ennemis du parc de l'Académie forestière,Dekadn. Gidro-Met. Bul.,,,,,1932,9–12,,,57,,,,Russian,,,,,"Report/Proceedings; Institution; Rimsky Korsakov, M. N.; Nation",
121,XHDQPT3X,journalArticle,1932,"Radyseva, A. M.",RadysevaaLes sécheresses et les vents desséchants du Sud-Ouest et leur influence sur les cultures dans la région de Nizn. Novgorod,Ezem. Nizn. Gorod. Gimekom'a,,,,"General overview on drought in the region of Nizni Novgorod, their influence on agricultural crops and methods of combating them.",1932,8-12,,7,,,,,Russian,,,,,"Institution; Radyseva, A. M.; Nation",
122,CNZ98MJC,journalArticle,1932,"Pulman, J.",Températures du sol des périodes précédant le printemps et le développeent des plantes,Klimat i Pogoda [Climate and Weather],,,,Study on the influence of the thermal regime of the soil on the development of spontaneous and cultivated plants.,1932,58-60,,3-4,,,,,Russian,,,,,"Institution; Climate and Weather (J); Pulman, J.; Nation",
123,WWJA5IWY,journalArticle,1932,"Protopopov, B.",Lutte contre les gelées dans les plantations des citrons et des mandarines,Elektrif. Sel. Choz.,,,,Different ways to protect lemon trees against frost are reviewed.,1932,36-39,,3,,,,,Russian,,,,,"Institution; Electrification of the agricultural economy (J); Protopopov, B.; Nation",
124,VF6N6P97,journalArticle,1932,"Potapenko, G. I.",L'hiver 1928-1929 et la perte en masse des arbres à Odessa,Botaničeskij žurnal SSSR [Botanical Journal of the USSR],,,,Indications on the cold weather of 1928-29 and the damage to trees; what needs to be done to prevent further damage,1932,530-547,,5-6,17,,,,Russian,,,,,"Institution; Botanical Journal of the USSR (J); Potapenko, G. I.; Nation",
125,8ZBFWRG3,journalArticle,1932,"Popovic, B.",Influence de la date d'ensemencement sur le rendement du blé de printeps,Sotsialisticheskoe zernovoe khoziaistvo [Socialist Grain Economy],,,,,1932,51-80,,3,,,,,Russian,,,,,"Institution; Socialist Grain Economy (J); Popovic, B.; Nation",
126,KHQ8LVRE,journalArticle,1933,"Ivanov, P. I.; Berdicevsky, E. J.",Influence de l'humidité atmosphérique sur la conservation des graines des oléacées et la composition de l'huile,Botaničeskij žurnal SSSR [Botanical Journal of the USSR],,,,Results of laboratory studies on the influence of moisture during the conservation of olaceous seeds.,1933,321-330,,5,18,,,,Russian,,,,,"Institution; Botanical Journal of the USSR (J); Berdicevsky, E. J.; Ivanov, P. I.; Nation",
